session_id,gap,query_number,recommender,accuracy,precision,recall,f1_score,overlap
11356,1,0,multidimensional_interestingness,0.1377551020408163,0.1377551020408163,0.1377551020408163,0.1377551020408163,0.1377551020408163
11356,1,0,random,0.11989795918367346,0.11989795918367346,0.11989795918367346,0.11989795918367346,0.11989795918367346
11356,1,0,clustering,0.14030612244897958,0.14030612244897958,0.14030612244897958,0.14030612244897958,0.14030612244897958
11356,1,0,frequency,0.1096938775510204,0.1096938775510204,0.1096938775510204,0.10969387755102039,0.1096938775510204
11356,1,0,similarity,0.1326530612244898,0.1326530612244898,0.1326530612244898,0.1326530612244898,0.1326530612244898
11356,1,0,sampling,0.15051020408163265,0.15051020408163265,0.15051020408163265,0.15051020408163265,0.15051020408163265
11356,1,1,multidimensional_interestingness,1.0,1.0,1.0,1.0,1.0
11356,1,1,random,1.0,1.0,1.0,1.0,1.0
11356,1,1,clustering,1.0,1.0,1.0,1.0,1.0
11356,1,1,frequency,1.0,1.0,1.0,1.0,1.0
11356,1,1,similarity,1.0,1.0,1.0,1.0,1.0
11356,1,1,sampling,1.0,1.0,1.0,1.0,1.0
11356,1,2,multidimensional_interestingness,0.0,0.0,0.0,0.0,0.0
11356,1,2,random,0.0,0.0,0.0,0.0,0.0
11356,1,2,clustering,0.0,0.0,0.0,0.0,0.0
11356,1,2,frequency,0.0,0.0,0.0,0.0,0.0
11356,1,2,similarity,0.0,0.0,0.0,0.0,0.0
11356,1,2,sampling,0.0,0.0,0.0,0.0,0.0
11356,1,3,multidimensional_interestingness,0.0,0.0,0.0,0.0,0.0
11356,1,3,random,0.012539184952978056,0.6666666666666666,0.012539184952978056,0.024615384615384615,0.6666666666666666
11356,1,3,clustering,0.012539184952978056,0.6666666666666666,0.012539184952978056,0.024615384615384615,0.6666666666666666
11356,1,3,frequency,0.012539184952978056,0.6666666666666666,0.012539184952978056,0.024615384615384615,0.6666666666666666
11356,1,3,similarity,0.012539184952978056,0.6666666666666666,0.012539184952978056,0.024615384615384615,0.6666666666666666
11356,1,3,sampling,0.012539184952978056,0.6666666666666666,0.012539184952978056,0.024615384615384615,0.6666666666666666
11356,1,4,multidimensional_interestingness,1.0,1.0,1.0,1.0,1.0
11356,1,4,random,1.0,1.0,1.0,1.0,1.0
11356,1,4,clustering,1.0,1.0,1.0,1.0,1.0
11356,1,4,frequency,1.0,1.0,1.0,1.0,1.0
11356,1,4,similarity,1.0,1.0,1.0,1.0,1.0
11356,1,4,sampling,1.0,1.0,1.0,1.0,1.0
11356,1,5,multidimensional_interestingness,0.7573221757322176,0.7573221757322176,0.7573221757322176,0.7573221757322176,0.7573221757322176
11356,1,5,random,0.7322175732217573,0.7322175732217573,0.7322175732217573,0.7322175732217574,0.7322175732217573
11356,1,5,clustering,0.7489539748953975,0.7489539748953975,0.7489539748953975,0.7489539748953975,0.7489539748953975
11356,1,5,frequency,0.7196652719665272,0.7196652719665272,0.7196652719665272,0.7196652719665272,0.7196652719665272
11356,1,5,similarity,0.694560669456067,0.694560669456067,0.694560669456067,0.694560669456067,0.694560669456067
11356,1,5,sampling,0.7405857740585774,0.7405857740585774,0.7405857740585774,0.7405857740585774,0.7405857740585774
11356,1,6,multidimensional_interestingness,1.0,1.0,1.0,1.0,1.0
11356,1,6,random,1.0,1.0,1.0,1.0,1.0
11356,1,6,clustering,1.0,1.0,1.0,1.0,1.0
11356,1,6,frequency,1.0,1.0,1.0,1.0,1.0
11356,1,6,similarity,1.0,1.0,1.0,1.0,1.0
11356,1,6,sampling,1.0,1.0,1.0,1.0,1.0
11356,1,7,multidimensional_interestingness,0.5459183673469388,0.5459183673469388,0.5459183673469388,0.5459183673469388,0.5459183673469388
