session_id,gap,query_number,recommender,accuracy,precision,recall,f1_score,overlap
12050,10,0,multidimensional_interestingness,0.0,0.0,0.0,0.0,0.0
12050,10,0,random,0.0,0.0,0.0,0.0,0.0
12050,10,0,clustering,0.0,0.0,0.0,0.0,0.0
12050,10,0,frequency,0.0,0.0,0.0,0.0,0.0
12050,10,0,similarity,0.0,0.0,0.0,0.0,0.0
12050,10,0,sampling,0.0,0.0,0.0,0.0,0.0
12050,10,1,multidimensional_interestingness,0.0,0.0,0.0,0.0,0.0
12050,10,1,random,0.0,0.0,0.0,0.0,0.0
12050,10,1,clustering,0.0,0.0,0.0,0.0,0.0
12050,10,1,frequency,0.0,0.0,0.0,0.0,0.0
12050,10,1,similarity,0.0,0.0,0.0,0.0,0.0
12050,10,1,sampling,0.0,0.0,0.0,0.0,0.0
12050,10,2,multidimensional_interestingness,0.0,0.0,0.0,0.0,0.0
12050,10,2,random,0.0,0.0,0.0,0.0,0.0
12050,10,2,clustering,0.0,0.0,0.0,0.0,0.0
12050,10,2,frequency,0.0,0.0,0.0,0.0,0.0
12050,10,2,similarity,0.0,0.0,0.0,0.0,0.0
12050,10,2,sampling,0.0,0.0,0.0,0.0,0.0
12050,10,3,multidimensional_interestingness,0.5441696113074205,0.5746268656716418,0.5441696113074205,0.558983666061706,0.5746268656716418
12050,10,3,random,0.5441696113074205,0.5746268656716418,0.5441696113074205,0.558983666061706,0.5746268656716418
12050,10,3,clustering,0.5441696113074205,0.5746268656716418,0.5441696113074205,0.558983666061706,0.5746268656716418
12050,10,3,frequency,0.5441696113074205,0.5746268656716418,0.5441696113074205,0.558983666061706,0.5746268656716418
12050,10,3,similarity,0.5441696113074205,0.5746268656716418,0.5441696113074205,0.558983666061706,0.5746268656716418
12050,10,3,sampling,0.5441696113074205,0.5746268656716418,0.5441696113074205,0.558983666061706,0.5746268656716418
12050,10,4,multidimensional_interestingness,0.0,0.0,0.0,0.0,0.0
12050,10,4,random,0.0,0.0,0.0,0.0,0.0
12050,10,4,clustering,0.0,0.0,0.0,0.0,0.0
12050,10,4,frequency,0.0,0.0,0.0,0.0,0.0
12050,10,4,similarity,0.0,0.0,0.0,0.0,0.0
12050,10,4,sampling,0.0,0.0,0.0,0.0,0.0
12050,10,5,multidimensional_interestingness,0.5829694323144105,0.5829694323144105,0.5829694323144105,0.5829694323144105,0.5829694323144105
12050,10,5,random,0.5698689956331878,0.5698689956331878,0.5698689956331878,0.5698689956331878,0.5698689956331878
12050,10,5,clustering,0.5502183406113537,0.5502183406113537,0.5502183406113537,0.5502183406113537,0.5502183406113537
12050,10,5,frequency,0.5807860262008734,0.5807860262008734,0.5807860262008734,0.5807860262008734,0.5807860262008734
12050,10,5,similarity,0.6069868995633187,0.6069868995633187,0.6069868995633187,0.6069868995633187,0.6069868995633187
12050,10,5,sampling,0.5545851528384279,0.5545851528384279,0.5545851528384279,0.5545851528384279,0.5545851528384279
12050,10,6,multidimensional_interestingness,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842
12050,10,6,random,0.2807017543859649,0.2807017543859649,0.2807017543859649,0.2807017543859649,0.2807017543859649
12050,10,6,clustering,0.22807017543859648,0.22807017543859648,0.22807017543859648,0.22807017543859648,0.22807017543859648
12050,10,6,frequency,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105
12050,10,6,similarity,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789
12050,10,6,sampling,0.3508771929824561,0.3508771929824561,0.3508771929824561,0.3508771929824561,0.3508771929824561
12050,10,7,multidimensional_interestingness,0.93,0.93,0.93,0.93,0.93
12050,10,7,random,0.93,0.93,0.93,0.93,0.93
12050,10,7,clustering,0.93,0.93,0.93,0.93,0.93
12050,10,7,frequency,0.93,0.93,0.93,0.93,0.93
12050,10,7,similarity,0.93,0.93,0.93,0.93,0.93
12050,10,7,sampling,0.93,0.93,0.93,0.93,0.93
12050,10,8,multidimensional_interestingness,0.0,0.0,0.0,0.0,0.0
12050,10,8,random,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765
12050,10,8,clustering,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765
12050,10,8,frequency,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765
12050,10,8,similarity,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118
12050,10,8,sampling,0.6078431372549019,0.6078431372549019,0.6078431372549019,0.6078431372549019,0.6078431372549019
12050,10,9,multidimensional_interestingness,0.8503184713375797,0.898989898989899,0.8503184713375797,0.8739770867430442,0.898989898989899
12050,10,9,random,0.8503184713375797,0.898989898989899,0.8503184713375797,0.8739770867430442,0.898989898989899
12050,10,9,clustering,0.8503184713375797,0.898989898989899,0.8503184713375797,0.8739770867430442,0.898989898989899
12050,10,9,frequency,0.8503184713375797,0.898989898989899,0.8503184713375797,0.8739770867430442,0.898989898989899
12050,10,9,similarity,0.8503184713375797,0.898989898989899,0.8503184713375797,0.8739770867430442,0.898989898989899
12050,10,9,sampling,0.8503184713375797,0.898989898989899,0.8503184713375797,0.8739770867430442,0.898989898989899
12050,10,10,multidimensional_interestingness,0.8,0.8,0.8,0.8000000000000002,0.8
